index	tweet_id	sentiment
3981	#1341292471070851072	2
3982	#1257636424414711808	2
3983	#1341125044269764608	0
3984	#1334147900943822848	2
3985	#1351580000000000000	0
3986	#1280510000000000000	1
3987	#1257520000000000000	2
3988	#1286900625754578688	1
3989	#1325780000000000000	1
3990	#1244680000000000000	0
3991	#1334302596887011328	0
3992	#1345801764537331712	0
3993	#1345797129802051584	1
3994	#1355697579376463872	1
3995	#1280387043961389056	2
3996	#1256499789736357888	0
3997	#1332402618140946432	2
3998	#1326232405158494208	2
3999	#1288042642790658048	2
4000	#1313012247434874880	0
4001	#1251513369540153088	1
4002	#1338534297494376448	1
4003	#1338312758669008896	2
4004	#1268920000000000000	1
4005	#1251295513334308864	2
4006	#1263730000000000000	2
4007	#1270262196673687552	1
4008	#1329160000000000000	0
4009	#1345339950531834112	1
4010	#1259358790463320064	0
4011	#1303327971240017920	0
4012	#1322930000000000000	0
4013	#1356349510453252096	1
4014	#1340600000000000000	0
4015	#1338185691591798784	1
4016	#1347339807769456640	2
4017	#1317589087650377728	1
4018	#1262427517987815424	1
4019	#1345464885942095872	1
4020	#1293202326967246848	2
4021	#1354958199045017600	1
4022	#1264281884307132416	0
4023	#1299454915010596864	1
4024	#1301245248933371904	1
4025	#1309393681988943872	1
4026	#1353310000000000000	0
4027	#1311223523390693120	2
4028	#1316463387744899072	1
4029	#1284953582249312512	0
4030	#1291707715526565888	0
4031	#1333830374963748864	1
4032	#1355480000728854528	1
4033	#1348974837264482304	0
4034	#1291819234071326720	2
4035	#1314794347481661440	1
4036	#1331492994818588672	2
4037	#1340300800682196992	1
4038	#1306389020079988736	1
4039	#1344614144813772800	1
4040	#1235937297025073152	1
4041	#1279276829073911808	1
4042	#1355527969544912896	2
4043	#1266619606380265472	0
4044	#1351303048480624640	2
4045	#1338371638690078720	1
4046	#1352220000000000000	1
4047	#1257617698743300096	1
4048	#1338958018340409088	0
4049	#1285200865310265088	0
4050	#1272193731261849600	2
4051	#1332329539758944512	1
4052	#1316329447310622720	1
4053	#1340229980974923520	0
4054	#1247930766677250048	2
4055	#1293267755903389696	1
4056	#1350122035016589056	1
4057	#1343379925248708608	2
4058	#1330807350488309504	2
4059	#1351329247554646016	1
4060	#1322481700392312832	0
4061	#1277668981638410240	2
4062	#1326098350115000320	2
4063	#1334578387394957056	2
4064	#1272388448897253120	1
4065	#1264534085336211712	1
4066	#1321798948751888384	0
4067	#1312542057693544448	1
4068	#1343593375170224128	2
4069	#1260830000000000000	0
4070	#1340121830179389440	2
4071	#1344614446229049088	1
4072	#1338081172484620288	1
4073	#1349506853563109120	1
4074	#1282083122742525952	0
4075	#1345340136624693248	1
4076	#1253451981684948736	2
4077	#1349427698217598720	1
4078	#1325090000000000000	2
4079	#1255230000000000000	2
4080	#1301846899243220992	1
4081	#1352640000000000000	2
4082	#1332087194475929600	2
4083	#1334109874180026368	2
4084	#1301319153958244352	0
4085	#1287620185214652416	2
4086	#1321853126522056704	1
4087	#1338671035726618624	1
4088	#1282643603500695552	0
4089	#1329950942591148032	2
4090	#1296858622618673152	2
4091	#1352428842678448128	2
4092	#1355575142341107712	0
4093	#1334244784341454848	0
4094	#1330777250023804928	2
4095	#1265776087612755968	1
4096	#1344491825562750720	0
4097	#1341129076568932352	1
4098	#1351678780830593024	1
4099	#1345447302517858304	1
4100	#1348422792304332800	1
4101	#1306220000000000000	2
4102	#1298790000000000000	0
4103	#1323745443608629248	1
4104	#1311960639359921920	2
4105	#1330550000000000000	0
4106	#1352229675775512320	0
4107	#1341210000000000000	0
4108	#1252764076553523200	2
4109	#1308317726658576384	2
4110	#1340070055967600640	1
4111	#1352647835758505984	1
4112	#1330149391013998336	0
4113	#1304175340215034112	1
4114	#1313136321016327936	2
4115	#1328610000000000000	2
4116	#1335068565519659008	2
4117	#1339584079889514496	1
4118	#1327347904101691136	1
4119	#1269845541824851968	0
4120	#1328503118884003840	2
4121	#1308828444462067712	2
4122	#1329160029606473728	2
4123	#1301024994512850944	1
4124	#1300551447650725888	1
4125	#1298034280040476672	1
4126	#1258196463437389824	0
4127	#1260570771518259200	1
4128	#1241724425407361024	0
4129	#1344401261249114112	2
4130	#1334774075906875136	1
4131	#1243364835028422912	0
4132	#1349754339472990208	1
4133	#1306604810028761088	1
4134	#1327400000000000000	1
4135	#1338648191223422720	2
4136	#1285853632076877824	0
4137	#1340768892159979520	0
4138	#1284874594529292288	1
4139	#1310218699916234752	1
4140	#1278835348806619136	2
4141	#1339859779544514304	1
4142	#1297192519692935424	2
4143	#1349622996810551296	2
4144	#1284850222330454016	0
4145	#1281576816269053952	1
4146	#1314160809690517504	1
4147	#1337310381899980800	2
4148	#1281770000000000000	2
4149	#1328138030914236416	2
4150	#1292855373649473536	2
4151	#1333145894531850240	0
4152	#1340795099316322304	1
4153	#1329833156459937536	1
4154	#1306215334962171904	1
4155	#1261450000000000000	2
4156	#1329370000000000000	1
4157	#1354075871485767680	1
4158	#1336413858957844480	2
4159	#1249680000000000000	2
4160	#1339265180543442688	1
4161	#1262901952217861888	0
4162	#1337495293991014400	1
4163	#1313430000000000000	1
4164	#1350856316282048512	0
4165	#1281317600757051392	1
4166	#1288518983566725120	1
4167	#1282951194709757952	0
4168	#1338604090536960000	1
4169	#1235615929850982400	2
4170	#1338720000000000000	1
4171	#1239043950071042048	0
4172	#1341483721363472384	2
4173	#1320923694613450752	1
4174	#1301483155602452480	2
4175	#1341520997980151808	1
4176	#1348962984538877952	2
4177	#1341881446143811584	2
4178	#1333676979120345088	1
4179	#1338390425967734784	2
4180	#1339256314892083200	2
4181	#1316526337990025216	1
4182	#1339717602843607040	2
4183	#1347388205511954432	2
4184	#1306639242609725440	1
4185	#1336074231738667008	1
4186	#1348737949907742720	2
4187	#1332445354294345728	1
4188	#1352012790836428800	0
4189	#1255465208266530816	2
4190	#1302219231245684736	2
4191	#1340811585225428736	1
4192	#1300775569328680704	0
4193	#1321670000000000000	0
4194	#1341067724982665216	1
4195	#1290934466823757824	1
4196	#1278040000000000000	2
4197	#1333569421219147520	1
4198	#1334996412375977984	1
4199	#1344755527306375168	1
4200	#1286546499447320320	1
4201	#1255365946052620288	1
4202	#1349502739257155584	2
4203	#1326386701422522368	1
4204	#1336106493968412672	1
4205	#1344329190439608320	1
4206	#1351890237795008512	1
4207	#1301347160450097152	0
4208	#1294620942170091520	0
4209	#1329797029086650368	2
4210	#1342835136124116736	1
4211	#1339069724223672320	2
4212	#1252807105897103104	1
4213	#1326744513520480512	2
4214	#1263627948525063936	0
4215	#1337112774392958720	2
4216	#1283091170076184320	1
4217	#1278122131440709632	1
4218	#1326850000000000000	2
4219	#1342965603255148288	1
4220	#1310766001517142016	1
4221	#1303780911419457536	0
4222	#1334680000000000000	2
4223	#1310077873739325440	0
4224	#1346804912676433920	1
4225	#1329101861421543424	1
4226	#1336125723661147904	2
4227	#1353624723582672896	0
4228	#1340153447736176640	1
4229	#1293265233713287168	0
4230	#1352617296737562624	1
4231	#1247215670426730496	2
4232	#1338979887848296448	1
4233	#1293205960807182336	1
4234	#1346857749452357632	2
4235	#1257055195017641984	0
4236	#1251815257707819008	1
4237	#1256480000000000000	2
4238	#1333911142595440640	0
4239	#1329885897672810496	2
4240	#1274455757405241088	2
4241	#1339951318207586304	2
4242	#1257714332516921088	1
4243	#1340730000000000000	0
4244	#1337600000000000000	1
4245	#1336252100804812800	0
4246	#1258298444591935488	1
4247	#1258023221560930304	1
4248	#1339335779408105472	0
4249	#1264960082170613504	1
4250	#1355257264597331968	2
4251	#1349075579765727232	2
4252	#1268810000000000000	1
4253	#1293469317401587712	0
4254	#1257619231211831296	2
4255	#1346192199763939328	1
4256	#1332019435771719680	1
4257	#1340518112769134336	2
4258	#1239855203840446464	2
4259	#1338986503775502336	1
4260	#1356345755976539904	2
4261	#1276121822493171712	1
4262	#1263682564071579648	2
4263	#1336271154722578432	1
4264	#1335329319426478080	2
4265	#1345019254081548288	1
4266	#1343061812023988224	0
4267	#1270480000000000000	1
4268	#1354760684358131712	2
4269	#1306976412595822592	0
4270	#1339998591063121920	2
4271	#1307724021723734016	2
4272	#1258868261917200384	1
4273	#1335642182603202304	2
4274	#1328410332440776704	0
4275	#1260470161087303680	0
4276	#1297880570928783104	1
4277	#1343225211978723328	1
4278	#1334165336233488384	2
4279	#1347705157870518272	2
4280	#1285260000000000000	0
4281	#1337338208334516224	1
4282	#1336808143024754688	1
4283	#1320438528233320448	1
4284	#1333780755290288128	1
4285	#1345785387491483648	0
4286	#1340380000000000000	1
4287	#1336002857951240192	1
4288	#1354848450391760896	2
4289	#1307391469267955712	0
4290	#1302952512538980352	2
4291	#1352766761981124608	1
4292	#1353198334027198464	1
4293	#1316781139231608832	2
4294	#1308074836116344832	1
4295	#1355691308313141248	1
4296	#1341495463971860480	2
4297	#1305176484563148800	0
4298	#1351862244242579712	2
4299	#1354765924293816320	1
4300	#1341584452573544448	1
4301	#1284884079926751232	2
4302	#1336640413424381952	0
4303	#1352352677766832128	2
4304	#1256833333855612928	2
4305	#1262810616135249920	1
4306	#1293570936998899712	0
4307	#1340283360971792384	2
4308	#1354770000000000000	0
4309	#1288500452884086784	1
4310	#1326797332491472896	2
4311	#1298157508079616000	1
4312	#1312215187152224512	0
4313	#1290498318804508672	0
4314	#1352245614453661696	1
4315	#1333643997143818240	1
4316	#1341471706687401984	2
4317	#1299210972230344704	0
4318	#1326965039383924736	1
4319	#1300546307027738624	0
4320	#1285473350911918080	2
4321	#1285590000000000000	2
4322	#1265723833555865600	1
4323	#1327714603447496704	0
4324	#1277632414706094080	2
4325	#1237063265320153088	1
4326	#1352350000000000000	1
4327	#1346644594734338048	1
4328	#1330834449106341888	1
4329	#1354498195657805824	0
4330	#1355323327938654208	0
4331	#1336696493923737600	0
4332	#1338823658526138368	1
4333	#1336988160379789312	1
4334	#1285272848643301120	0
4335	#1348546941173571584	2
4336	#1293254080165548032	0
4337	#1326338604860403712	1
4338	#1263637112877965312	1
4339	#1274760491743637504	2
4340	#1267324951368880128	1
4341	#1354547589086138368	2
4342	#1341877516328443904	2
4343	#1343201140066971648	0
4344	#1326522161339789312	1
4345	#1236186855869161472	0
4346	#1264332909160235008	0
4347	#1287816545234821120	1
4348	#1346260162005364736	2
4349	#1345359218736561920	1
4350	#1355336564042158080	0
4351	#1306006154645045248	0
4352	#1315100962936123136	2
4353	#1278508833594368000	2
4354	#1339040270516695040	2
4355	#1307690000000000000	1
4356	#1281250000000000000	1
4357	#1265420000000000000	2
4358	#1339568764237570048	2
4359	#1309897921815547904	0
4360	#1251260000000000000	2
4361	#1302946007852949504	0
4362	#1328548399176708096	2
4363	#1347559535049928704	2
4364	#1341390000000000000	1
4365	#1329050898778251264	2
4366	#1337661924947922688	0
4367	#1249970871592050688	2
4368	#1336624858847997952	0
4369	#1340980624597733120	1
4370	#1340490948199985152	2
4371	#1290679549928312832	0
4372	#1336240000000000000	1
4373	#1331625931300069120	2
4374	#1276380000000000000	2
4375	#1315472581693071104	1
4376	#1325018740954689536	2
4377	#1355794075765538816	1
4378	#1341500000000000000	1
4379	#1306302495069581056	2
4380	#1284206098077978624	1
4381	#1334592571310559232	2
4382	#1259696422284214272	2
4383	#1303740824656642048	1
4384	#1301660000000000000	0
4385	#1240880000000000000	1
4386	#1339195123146493952	0
4387	#1263974595008311296	1
4388	#1260956307957391104	1
4389	#1346088896447262720	2
4390	#1340397112488554496	2
4391	#1332334774078238720	1
4392	#1313797125289910272	2
4393	#1337287340805467904	0
4394	#1351533026438598912	0
4395	#1332269806989443072	1
4396	#1355797235087384320	1
4397	#1343373955537629184	2
4398	#1298965059159371520	1
4399	#1297309649486647296	1
4400	#1290013355046919936	0
4401	#1284551948688150528	1
4402	#1291803816401264640	1
4403	#1308129243335884800	1
4404	#1256151712446009088	1
4405	#1244373156913188864	1
4406	#1304434720529317888	1
4407	#1276900391091941120	1
4408	#1290049722187575296	1
4409	#1318673994833305600	0
4410	#1352880649258950912	0
4411	#1257124070321078272	2
4412	#1341121661274382336	1
4413	#1325985807367344128	2
4414	#1271819548111429632	0
4415	#1337559881763725312	1
4416	#1256470000000000000	1
4417	#1343232110644092928	2
4418	#1299846353116421888	1
4419	#1348780269545943040	2
4420	#1338879535627055104	2
4421	#1337460000000000000	0
4422	#1270753092628291584	1
4423	#1306704071999606784	0
4424	#1276948379327758336	2
4425	#1319346029351895040	1
4426	#1337660960559939584	1
4427	#1353776037788852224	0
4428	#1302818375329026048	2
4429	#1343856171564871680	1
4430	#1325888095695286272	0
4431	#1300191195247841280	1
4432	#1338579294742778112	2
4433	#1273767635432456192	1
4434	#1346172085228478464	2
4435	#1341353075928301568	2
4436	#1335230812585775104	1
4437	#1347157629555126272	2
4438	#1327263539166388224	2
4439	#1275670030827556864	2
4440	#1239541322609872896	1
4441	#1276664651695218688	0
4442	#1274129587132383232	0
4443	#1288006511822766336	0
4444	#1282169703390162944	1
4445	#1334227868486930432	1
4446	#1338477382206894080	0
4447	#1341766695837437952	1
4448	#1300503218414325504	1
4449	#1332421082062712832	1
4450	#1352680000000000000	1
4451	#1284470376454488064	2
4452	#1338595171756167168	2
4453	#1349750022284468224	1
4454	#1351879309888270336	2
4455	#1269291501676363520	0
4456	#1320536189716279296	0
4457	#1341074005218881536	1
4458	#1252964220536262912	1
4459	#1356110348126998528	2
4460	#1245855051060367104	0
4461	#1292600244371369984	1
4462	#1263587718166016000	0
4463	#1287488045634031616	0
4464	#1349671497472876288	0
4465	#1306737448265814016	1
4466	#1281250000000000000	0
4467	#1338065672010673920	0
4468	#1351870000000000000	2
4469	#1282570000000000000	0
4470	#1257650000000000000	1
4471	#1274000799249715200	2
4472	#1330853088673083136	2
4473	#1252312324666527488	0
4474	#1304743979129290752	2
4475	#1241567111828443136	1
4476	#1350278771472019712	1
4477	#1341484858032463872	0
4478	#1301150000000000000	2
4479	#1335549061471084288	0
4480	#1306765804369833984	1
4481	#1299663941610602496	0
4482	#1333751992724844288	1
4483	#1354600000000000000	0
4484	#1308664511444910080	1
4485	#1259353139792105472	2
4486	#1265732434160730112	1
4487	#1353533035199782912	1
4488	#1333485704987483904	2
4489	#1322452414557925120	2
4490	#1253462599871746048	1
4491	#1256882909081997056	1
4492	#1339419309458792448	1
4493	#1248320000000000000	1
4494	#1337289867580026880	0
4495	#1256000000000000000	1
4496	#1316475742570512384	2
4497	#1338654790583083008	1
4498	#1276600629809594368	0
4499	#1339243254873780224	1
4500	#1297449325753184512	1
4501	#1385104216012824578	1
4502	#1385432131992649729	0
4503	#1385273553189163009	2
4504	#1385158652068126723	2
4505	#1385332682905772033	1
4506	#1385175330512535557	1
4507	#1385188221525630986	2
4508	#1385315639317843972	2
4509	#1385277277513060355	2
4510	#1385165616030445568	2
4511	#1385221575184637952	2
4512	#1385158957354921985	2
4513	#1385292499929997319	2
4514	#1385352825056727041	1
4515	#1385299011201011713	2
4516	#1385369360198418432	0
4517	#1385380991099834368	2
4518	#1385307532038598658	0
4519	#1388119303635890178	2
4520	#1388076917404934149	2
4521	#1388152060214919170	1
4522	#1388002260366462981	2
4523	#1388155540749094913	1
4524	#1388164212212572162	1
4525	#1388278767836188681	2
4526	#1388124835138588675	2
4527	#1388013213204242432	2
4528	#1388158310906486789	2
4529	#1388047425059893248	1
4530	#1388119447517470723	2
4531	#1388228816582160384	0
4532	#1388252672470421509	1
4533	#1388116083517890563	2
4534	#1387991479096803329	0
4535	#1388211363244351493	2
4536	#1388269442170343429	2
4537	#1388134063530254339	1
4538	#1401311154308358149	0
4539	#1401317733581590529	0
4540	#1401052091515170819	2
4541	#1401213725164523520	2
4542	#1401332793355902976	2
4543	#1401124174232424451	2
4544	#1401124665297354755	1
4545	#1401039360951152640	1
4546	#1401275929075269633	2
4547	#1401318422278021122	0
4548	#1401140667045203970	2
4549	#1401170790117122050	1
4550	#1401150499617902603	2
4551	#1401149320485687298	2
4552	#1401141256676429826	1
4553	#1401227332921303040	2
4554	#1401207184571211780	2
4555	#1401339387590238211	0
4556	#1401084676316532741	2
4557	#1393268990034649088	1
4558	#1393295546203484164	1
4559	#1393225223009341444	2
4560	#1393229054447345665	0
4561	#1393288035639365639	2
4562	#1393159315326869509	2
4563	#1393185741837148160	1
4564	#1393318507769737221	2
4565	#1393329135750193158	2
4566	#1393068184308097029	1
4567	#1393233762218135552	1
4568	#1393141244877021185	2
4569	#1393230902986166272	2
4570	#1393307281551368192	2
4571	#1393178847194066953	2
4572	#1393100676104818689	2
4573	#1393337765048242178	1
4574	#1395775608777592835	2
4575	#1395650355715723265	2
4576	#1395793639213715458	1
4577	#1395777189266788362	0
4578	#1395874147935211521	2
4579	#1395771442009104386	2
4580	#1395755242684358660	2
4581	#1395620371299241984	2
4582	#1395870202882105346	1
4583	#1395649400836263936	2
4584	#1395802018590113793	2
4585	#1395648389304496128	1
4586	#1395862994026856448	2
4587	#1395868359229546499	2
4588	#1395828802811465729	1
4589	#1395726967803088901	2
4590	#1395756509032816645	2
4591	#1395813737530077186	2
4592	#1395908582412013573	2
4593	#1394639833478356996	1
4594	#1394567918608736260	2
4595	#1394714943992344576	2
4596	#1394696142039003141	2
4597	#1394504644525625345	2
4598	#1394707255308689408	1
4599	#1394835653087555589	2
4600	#1394510795732516867	2
4601	#1394729526047875072	2
4602	#1394715873848426513	2
4603	#1394828851948183553	1
4604	#1394646801496555520	2
4605	#1394734042025766921	1
4606	#1394712271419478016	0
4607	#1394517276842463233	2
4608	#1394648694927069189	2
4609	#1394814113751068672	2
4610	#1394650638110363659	2
4611	#1394548322505998336	2
4612	#1393884919479169024	2
4613	#1393855263921164293	2
4614	#1394047550001356801	2
4615	#1393807216835104768	1
4616	#1393995890650619906	2
4617	#1393815506763718657	2
4618	#1393905523410472966	0
4619	#1393948340669140992	1
4620	#1394139284198752257	2
4621	#1393916909251350529	0
4622	#1393899055307235332	2
4623	#1393873925096951810	2
4624	#1394079864601387009	0
4625	#1394099471361794049	2
4626	#1393876638538944512	2
4627	#1394022082930003977	2
4628	#1393887724453699585	1
4629	#1394112810032910337	0
4630	#1386330277505605636	0
4631	#1386368400197181444	2
4632	#1386174205431975937	2
4633	#1386172628830875648	2
4634	#1386452818459041795	1
4635	#1386349288523894792	2
4636	#1386478388467142656	2
4637	#1386365026903019525	2
4638	#1386184486979788803	1
4639	#1386201825620107266	2
4640	#1386494369646080004	1
4641	#1386344096264974340	2
4642	#1386334184445255682	1
4643	#1386450782048841728	0
4644	#1386468231054073859	2
4645	#1386252416828547072	2
4646	#1386459732181925892	0
4647	#1398016334840074244	2
4648	#1397947577564372994	1
4649	#1397902596870860809	1
4650	#1398125963540516872	1
4651	#1397884746001174529	1
4652	#1398027668029952006	1
4653	#1397883277231366146	2
4654	#1398104505661550599	1
4655	#1397794357181304832	0
4656	#1397876510942404608	0
4657	#1398010421366378499	2
4658	#1397804916731699202	2
4659	#1397950471709540364	0
4660	#1397782628795777026	1
4661	#1397817210672803842	2
4662	#1398025530021195776	2
4663	#1398006098800660486	2
4664	#1398003129820475393	2
4665	#1397990957333860355	1
4666	#1397800938811711490	2
4667	#1391896799661592578	0
4668	#1391868345897598976	1
4669	#1391892954353111044	2
4670	#1391711897741758464	1
4671	#1391844600768303110	2
4672	#1391885839953711109	2
4673	#1391739113494106120	2
4674	#1391681498940547072	2
4675	#1391780616442630149	1
4676	#1391948438456225801	2
4677	#1391672005603168258	2
4678	#1391636382238400514	2
4679	#1391812909366489091	2
4680	#1391878268094238724	2
4681	#1391863697216266243	2
4682	#1391878268932943879	2
4683	#1391870761514803202	2
4684	#1391777450028306433	2
4685	#1391677145521471490	0
4686	#1391868145770631169	1
4687	#1392831518456811525	2
4688	#1392867745855721474	1
4689	#1393004397920129026	2
4690	#1392900057083662348	0
4691	#1392747833749499905	2
4692	#1392977614718046208	1
4693	#1392946838223814657	2
4694	#1393037854368886790	1
4695	#1392816184358146052	1
4696	#1392722077124341764	2
4697	#1392871978420297729	1
4698	#1392783945226465282	2
4699	#1392708817729691648	1
4700	#1392763038604742659	2
4701	#1392895241959747584	1
4702	#1392878339254149122	2
4703	#1392960719906279427	2
4704	#1392946915029966852	2
4705	#1392813915764051969	2
4706	#1392964743430692866	1
4707	#1389038977282297856	1
4708	#1388824379375570945	2
4709	#1388954567929319425	2
4710	#1388853327568547841	2
4711	#1388862133887188997	0
4712	#1388897939624316930	2
4713	#1388900369737076740	0
4714	#1388885089661161480	1
4715	#1388821764088684549	1
4716	#1389055808487391236	2
4717	#1388825619769827328	1
4718	#1388905048206282756	2
4719	#1388714212008939529	2
4720	#1388985207328440320	2
4721	#1388873004831154177	2
4722	#1388742924431593473	1
4723	#1388748895585509379	2
4724	#1399167944614023171	2
4725	#1398987242245267458	2
4726	#1399062910245257224	2
4727	#1398879487937363970	2
4728	#1398876605267660803	2
4729	#1399144052201644032	0
4730	#1398937993327648770	1
4731	#1398976285607530496	1
4732	#1398992440703565827	1
4733	#1399037779875663874	0
4734	#1399177942761197571	2
4735	#1398970227480727553	2
4736	#1398997581443878922	2
4737	#1398909478548905985	2
4738	#1399190785715851268	1
4739	#1399093255988551688	2
4740	#1399055474394243075	1
4741	#1402266664872329219	1
4742	#1402139101109788674	0
4743	#1402179379430494211	1
4744	#1402426943140614144	0
4745	#1402443479695773707	1
4746	#1402284726719680518	1
4747	#1402227246098632708	1
4748	#1402165507952939010	2
4749	#1402296913270083594	2
4750	#1402115333750759425	2
4751	#1402396268161245188	2
4752	#1402416019327627269	1
4753	#1402282812829487112	1
4754	#1402365493705691136	1
4755	#1402425208779255811	2
4756	#1402370964587962374	1
4757	#1402408572772831235	0
4758	#1402331951625904128	2
4759	#1392264584841502722	2
4760	#1392160414541221891	0
4761	#1392118274360492033	0
4762	#1392271978564784130	2
4763	#1392039116670476290	2
4764	#1392209682895237121	1
4765	#1392191009082200066	1
4766	#1391987624097632256	1
4767	#1392277820311851010	0
4768	#1392321178719592451	0
4769	#1391980941766062087	1
4770	#1392298186392305673	2
4771	#1392132603977863176	2
4772	#1392190962193944579	2
4773	#1392098034440343557	1
4774	#1392034211679244291	1
4775	#1392310698366193675	2
4776	#1392317445910761476	2
4777	#1392216187262603268	1
4778	#1385626929508675587	1
4779	#1385620820307886092	2
4780	#1385531562473656322	1
4781	#1385674389509734402	2
4782	#1385645101582487553	1
4783	#1385776614525612032	0
4784	#1385677456980467715	2
4785	#1385555587153412097	1
4786	#1385666151246667777	2
4787	#1385752408433725443	0
4788	#1385506922632208384	2
4789	#1385667090376429569	2
4790	#1385760525926105095	2
4791	#1385725892589019138	1
4792	#1385646031090692096	2
4793	#1385712132797390849	1
4794	#1385739475137941505	2
4795	#1385678162978381825	2
4796	#1398627479275794436	1
4797	#1398632756750565386	2
4798	#1398495207771889665	2
4799	#1398619510681264128	0
4800	#1398545725928181760	2
4801	#1398505086557442051	1
4802	#1398775847058870273	2
4803	#1398696898236760064	2
4804	#1398839106197540864	1
4805	#1398761090037731332	2
4806	#1398750568336687104	2
4807	#1398550986218737668	0
4808	#1398707310827081729	0
4809	#1398516774291771392	1
4810	#1398699162099650562	1
4811	#1398580773305815041	0
4812	#1401660178450239488	2
4813	#1401443794512486400	1
4814	#1401611418487689217	1
4815	#1401643209210712071	0
4816	#1401569443562491907	2
4817	#1401565382339547139	2
4818	#1401506781876998144	2
4819	#1401507086601687045	2
4820	#1401708125078671363	2
4821	#1401537485159632898	2
4822	#1401567208195637249	2
4823	#1401624208006844422	2
4824	#1401573974912520194	1
4825	#1401463997652688900	2
4826	#1401428212559888390	2
4827	#1401417936481435652	2
4828	#1401620100466282497	0
4829	#1401539379055587331	0
4830	#1401665465278107648	1
4831	#1383823162828230662	2
4832	#1383690369813008386	0
4833	#1383881284510883846	1
4834	#1383991642936340481	2
4835	#1383930641020964865	0
4836	#1383716124626354182	0
4837	#1383729123508375558	1
4838	#1383673084545175558	2
4839	#1383986251406082060	2
4840	#1383798708731400192	2
4841	#1383910731775578119	2
4842	#1383747196567261185	1
4843	#1383816419117133828	2
4844	#1383967344767029250	2
4845	#1383825070833889286	2
4846	#1383854910945431557	0
4847	#1383914768705019907	1
4848	#1383919247462592515	2
4849	#1383548568561061888	0
4850	#1383423595611754511	2
4851	#1383335933076856832	2
4852	#1383512828032610311	2
4853	#1383590971489718273	2
4854	#1383288629238255622	1
4855	#1383422454681374722	2
4856	#1383277135142395909	2
4857	#1383407171707179012	2
4858	#1383613388798849024	2
4859	#1383472847163514883	2
4860	#1383606784904949767	2
4861	#1383542692496379908	0
4862	#1383421258470072331	2
4863	#1383279231505862661	2
4864	#1383436834584227848	1
4865	#1383434056608612362	2
4866	#1383337882543214594	0
4867	#1383479447576141834	2
4868	#1393725591409479680	2
4869	#1393506446168449026	2
4870	#1393737099837386752	0
4871	#1393570454598688768	2
4872	#1393524937084653571	2
4873	#1393534356266704898	2
4874	#1393653951011115019	2
4875	#1393571890560602119	2
4876	#1393641463058034688	2
4877	#1393458625532809216	2
4878	#1393532382368518147	1
4879	#1393676977446457345	0
4880	#1393664992268984320	2
4881	#1393600822324432896	2
4882	#1393583606170144771	2
4883	#1393489004293763073	1
4884	#1393491114364178435	0
4885	#1393677998142930944	2
4886	#1393613642956947456	0
4887	#1402684262135050241	0
4888	#1402676972568907778	0
4889	#1402712932866215937	0
4890	#1402541682093137923	1
4891	#1402585269073854470	1
4892	#1402510389066170369	1
4893	#1402485693847330818	0
4894	#1402746612267556868	1
4895	#1402620882909118464	1
4896	#1402677419392180224	2
4897	#1402663276765454337	2
4898	#1402734391739269124	0
4899	#1402832022704300035	1
4900	#1402715676385624076	0
4901	#1402685360115798018	2
4902	#1402596909626187778	2
4903	#1402681203094925318	2
4904	#1402726475221118983	2
4905	#1402646842379096066	2
4906	#1401958639066357763	1
4907	#1401918798681100288	1
4908	#1401777575970545664	2
4909	#1401888949916770309	0
4910	#1401892971319074818	0
4911	#1402003705508081665	2
4912	#1401779841859424256	2
4913	#1401916978131091469	0
4914	#1401802187706028036	2
4915	#1401951059312975879	2
4916	#1401962308075765767	2
4917	#1401866849982234627	2
4918	#1401782914841407491	2
4919	#1402112288039989253	0
4920	#1401912569053417483	2
4921	#1401979444378669056	2
4922	#1401775696750415872	2
4923	#1402044226632835076	2
4924	#1401818426755194880	0
4925	#1395459178370588672	2
4926	#1395303977642860548	2
4927	#1395398910974185473	1
4928	#1395466338089377793	2
4929	#1395325172727652352	2
4930	#1395394066561519620	1
4931	#1395584677503664130	2
4932	#1395312805851639810	2
4933	#1395258245808197634	1
4934	#1395278214168252425	2
4935	#1395394340000776194	2
4936	#1395232534074597377	2
4937	#1395390204500795400	1
4938	#1395264640947560454	0
4939	#1395513257067171845	1
4940	#1395432908060495875	2
4941	#1395436376863170567	2
4942	#1395543506228158465	0
4943	#1395440655967588352	2
4944	#1390698170124996614	2
4945	#1390799748538327040	0
4946	#1390841415014494209	1
4947	#1390831775547633666	1
4948	#1390761289681707014	2
4949	#1390545579311210499	2
4950	#1390768870122786827	0
4951	#1390843879646273536	1
4952	#1390798753947258882	1
4953	#1390769397447462924	0
4954	#1390852821176799236	0
4955	#1390565615753179136	1
4956	#1390644842670166018	1
4957	#1390680320593309697	2
4958	#1390663112811073537	2
4959	#1390739225079914502	2
4960	#1390659364323790850	1
4961	#1390769589181509634	1
4962	#1390761485736030210	0
4963	#1394933678757666817	2
4964	#1394907723469361156	2
4965	#1394920495691206665	2
4966	#1395020993727455235	1
4967	#1394867509119963140	1
4968	#1395131668986531842	1
4969	#1395061379393069056	0
4970	#1395008439059898375	2
4971	#1394933162715729923	1
4972	#1395166251144515584	2
4973	#1395011890082844677	2
4974	#1395011301848535040	2
4975	#1395139111170805760	2
4976	#1395107623129821188	1
4977	#1394998976668000259	2
4978	#1394941151489183746	2
4979	#1395055148657938441	1
